cid,text,time,author,channel,votes,photo,heart
UgyeqSfs_DoLYB7jH_94AaABAg,That was actually educational. The examples you included in here are super valuable! 😉,1 年前,Marketing Harry,UC8bbeohnLzmsGPklJCSFpRQ,13,https://yt3.ggpht.com/ytc/AKedOLRln_BhMvQOXWSBIi9D3k5HZrXI-ayGBJWdJQmz=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz0U2FzGt6gSAf3xKp4AaABAg,"0:33 Significant wealth comes from active income. Conserving and maintaining your wealth comes from passive income. Great quote.
1:55 Forbes 400 Wealthiest People = most started / own a company",6 個月前 (已編輯),Christopher Armstrong,UCMS1zkXZfGTRWBWeBvt778g,1,https://yt3.ggpht.com/ytc/AKedOLS0z1UvNnSyntmW0q69KwKzSnZY7V1trgsYGFETAQ=s176-c-k-c0x00ffffff-no-rj,0.0
Ugy1IyI5w0JgMlU8TY94AaABAg,I really appreciate the honesty. Its clear you have actually put the work in!,7 個月前,M Knight Olinger,UCwt83KOudOiPaapbIIB9LKw,1,https://yt3.ggpht.com/ytc/AKedOLTQnGfkQQHHfF_3TstQFBw5zfMH2jKrjvtv3T1RAg=s176-c-k-c0x00ffffff-no-rj,0.0
Ugx_Eny0q5MIbeNY75R4AaABAg,This guy definitely has working knowledge about what he's talking about...I finally have a little passive income coming in and it took work to get to happen...and it will take work to grow it even more...,6 個月前,White Label Digital Media,UCK4PzpXExEAV2_nJEcdJhqw,1,https://yt3.ggpht.com/ytc/AKedOLS5RCxHegyLOlBe1v7SdctW14FtgQzAvkCRUdoxHzreZc987lJrJcICzUnMRGmv=s176-c-k-c0x00ffffff-no-rj,0.0
UgwpeIyUqZmkviTe4rR4AaABAg,I love how you give the most useful ideas at the beginning instead of at the end!,6 個月前,Yashaswini,UCVf6A2mTfiT92gHPkaCyBMQ,2,https://yt3.ggpht.com/ytc/AKedOLS_YKoC1Ksf9cNu0who7tiOeXFcmkuRQ03EXCvuuw0=s176-c-k-c0x00ffffff-no-rj,0.0
Ugw6kKiSTLau_Yh7oZl4AaABAg,A really good channel. I am learning a lot from this channel and I started a business too. Thanks to you man. I was not so confident before but I am sure that I am getting it slowly.,1 年前,Ayush Jain,UCtFwUPdL4acBHqc11mG0a1A,1,https://yt3.ggpht.com/ytc/AKedOLRDIivt86k7e7fFyAAqJsN0NJIHB2LyvJH6GJ3z=s176-c-k-c0x00ffffff-no-rj,0.0
UgyISCOziUmAlO0gcal4AaABAg,"New subscriber here-- loved the ideas and your to-the-point style, thanks Noah!",6 個月前,Miguel Curiel,UCeniEDb5trgDsQgliSxuhrw,2,https://yt3.ggpht.com/ytc/AKedOLSoWubgHGxTIK949FJYtFRp-sWZJfG7CORMD26n=s176-c-k-c0x00ffffff-no-rj,1.0
UgztSE3e3xTcxazcbdx4AaABAg,This is great content. No BS just pure information that empowers folks like me. Thanks!,1 年前,Jason Dela Luna,UCXqjOkMn8IwAEZsYE265D5w,1,https://yt3.ggpht.com/ytc/AKedOLRPZLBkCoDAXXTHq9pJ5g8DGZhUKVIpr2bCoTzdeA=s176-c-k-c0x00ffffff-no-rj,0.0
UgxNfoZkKi___fZYv9V4AaABAg,This channel is great. Ready to binge watch and get those creative juices flowing.,7 個月前,Tessa Cancilla,UCCowZjQREbX1kTpEXFTGsww,0,https://yt3.ggpht.com/ytc/AKedOLR_AD7j53BAPW7rb1UtlhjU1UBdjCI_y3aQaaYQ8w=s176-c-k-c0x00ffffff-no-rj,0.0
Ugxl-8jVUVpVk8sxUW94AaABAg,"Love the transparancy. Keep up the great work, Noah!",1 年前,Michael Joseph | College & Careers,UCjatoCz5Gsso9NbIV7UdAug,3,https://yt3.ggpht.com/8gmq3fGXV0Xw53ZufhiULoAnDlqEYgxedfF61tmtK_pKZ1nmqdp2BEBCV2SGbYB5WiaVZxUxx5U=s176-c-k-c0x00ffffff-no-rj,0.0
Ugzton_6m62khvAnVrt4AaABAg,"Shaq made a ton of smart investments, I’m sure he’s very wealthy",10 個月前,chase perkins,UC1tcvfG45SGAZ8ieM2GVSBg,8,https://yt3.ggpht.com/ytc/AKedOLRby8VKpTNOTmuSOp6O4_m4goHILPd_ZTr_0Ci7=s176-c-k-c0x00ffffff-no-rj,0.0
UgxnkUbZxlwmB3ReveV4AaABAg,"Noah..I am watching all you videos. Love your energy, realism and great advice. Great job!",10 個月前,jokosalsa,UC2InL8a6dAVobmSG8U50Prw,5,https://yt3.ggpht.com/ytc/AKedOLSIVtVYCOYh_-oXue_Rt-0-JwZVhhZhWvelSg=s176-c-k-c0x00ffffff-no-rj,0.0
UgwFHjnyrEP4i7MXV_14AaABAg,"'Define what being rich means for you' is such an important yet underrated piece of advice. We tend to think we have to have millions of dollars or go on multiple vacations. But just because you see that over and over on Instagram, doesn't mean YOU also need to live like that! Do what makes YOU happy!",1 年前,Areeb Irshad,UCUx2IdAe_1NHjsxSqkYxo-w,8,https://yt3.ggpht.com/fH1ECDDNSB94RbgqUUgYQju7z3TFxbjKPggytD7WuB3tex0WQE5bWyyrnAhOwthy8jUbXA6m7Ys=s176-c-k-c0x00ffffff-no-rj,0.0
Ugyug0gd9HFe_Oax9Cp4AaABAg,"I LOVED this video, Noah! So much great info, advice, encouragement, and enthusiasm! I also loved the look and your energy! Thank you so much for educating me, entertaining me, and making me smile! I hope that you have a wonderful day!",1 年前,Tom Booker,UCJX0jdF86ooxzxcSexspDiw,1,https://yt3.ggpht.com/ytc/AKedOLTnPlncpEsZNTONqd1AxdyPnRUjbAIQJtS1ip2rYA=s176-c-k-c0x00ffffff-no-rj,0.0
UgxanrhUmwTluNOdGy14AaABAg,Awesome video Noah. I remember when you first started. You and I even talked on Skype when you helped me with a product purchase. You showed me you cared and you're showing me now you still care. Hope you're well buddy :-),1 年前,David Cavanagh,UCpktwACivd_33qyJXf1RXyA,6,https://yt3.ggpht.com/KvvNONEHS5keriwx0woBIfz6vPDZqmOCSJ1IjwjJLAiTYlH9nR2B2fTW_hXeZggYE9S-mjw6w1E=s176-c-k-c0x00ffffff-no-rj,0.0
UgyD0mtzbm5fQd50mGl4AaABAg,"My deepest thanks to yourself & your team for making these videos Noah.
They add so much value ✨",1 年前,Matt Ross,UCBiw2jHHH37mNY87Jdj-ytQ,1,https://yt3.ggpht.com/ytc/AKedOLStK1SfSuanoLLsXGreo-UC7gvGnlknMK8uvuahwA=s176-c-k-c0x00ffffff-no-rj,0.0
Ugxl_dHFCM4Eep-TIid4AaABAg,"Most watch successful people on YT that don’t appear to have gone through failures. Even if the fails are discussed, how they were worked through isn’t discussed enough. You give us viewers and those trying, a better view of how and why to KEEP GOING. Rock on Noah and thank you so much for keeping it down to earth and clear. ...or mostly clear. Everyone’s journey is different. Knowing others have dealt with crap, helps everyone feel less like a failure and can keep working at it. 👍",1 年前,D Wood,UCP0FGSmYmrHmOI_BSGHp-Qw,1,https://yt3.ggpht.com/ytc/AKedOLTdkShy-h__dqxB9a9TcBLCiJ8y3_Z_Iq7MCXwkDgM=s176-c-k-c0x00ffffff-no-rj,0.0
UgzyOuometpfs2OXcOd4AaABAg,"Being rich for me is being able. That means if you were to lose everything you had today - you would have no problem - maybe even fun - building it all back from scratch. You know how to build wealth because you not only understand the process, you can picture and envision how it will go and you have the confidence to do it all over again. No one can take that from you and that is powerful.",1 年前,David Blair,UCalE8LlanJTnuyrsx2AgS4Q,2,https://yt3.ggpht.com/ytc/AKedOLQu2BZmzTtZ7Om6PfSgWwZqpRqOYW7ruSmhaTilEA=s176-c-k-c0x00ffffff-no-rj,0.0
Ugwm5Ev2hMPkJViiHjB4AaABAg,"I really love your content, but honestly, lately I find I watch about 10 seconds and I think, ""this is too much effort right now"" and try and remember to come back later 😅 I get the retention thing but I feel it's got really, really fast. Hopefully that helps!",1 年前,Chris Palmer,UC6w2QO3nEg5vOn0UhwXFEJw,2,https://yt3.ggpht.com/7uxuN4xfRa9kz8RZeRkXc2AgR_v7wyyExdx1wBQaGvqHpDrtHuBk7zZ1wgwVAGBgB4Tv76CU=s176-c-k-c0x00ffffff-no-rj,0.0
UgwRVF8IZITceaubvnZ4AaABAg,"Getting rich quick is a myth, as you said it takes years, sometimes 10 years, sometimes even more. That's an eye opening video, man! Love these examples.",1 年前,Marketing Harry,UC8bbeohnLzmsGPklJCSFpRQ,1,https://yt3.ggpht.com/ytc/AKedOLRln_BhMvQOXWSBIi9D3k5HZrXI-ayGBJWdJQmz=s176-c-k-c0x00ffffff-no-rj,0.0
Ugys6c_Uzmq6o6TGYah4AaABAg,"Noah, your videos are so refreshing! I like how you project your energy through the screen every time.",1 年前,Tyson Zimmer,UCG_6Oif2XybgNZnCA8a5TeA,3,https://yt3.ggpht.com/ytc/AKedOLQQgseyvK_jgTER-EPLaC6BizpoWGVkX2P2aXhKKg=s176-c-k-c0x00ffffff-no-rj,1.0
UgwoXQiWifxynfhqQLd4AaABAg,"Thank you for the refreshing video with real advice. It's a huge contrast compared to ""online coaches"" whose entire business models depend on them getting people to believe they can get rich quick in sales regardless of their skills and interests.",1 年前,Future Business Tech,UCGBO6EahCqQSyXIws1MQdDg,0,https://yt3.ggpht.com/3hxHweJMiM0HWZP6nCxru4afXLeO633KCY0jg2RCudeuwbygvuG__C-lY0zfJOt6P8J-8eqeQw=s176-c-k-c0x00ffffff-no-rj,0.0
UgwWQ74js36b2PIRAat4AaABAg,"Awesome video Noah, really inspiring and love the no bs mindset",1 年前,Oliver Lukac,UCGzwL3cZNMxBX_jkC_XlY2A,0,https://yt3.ggpht.com/y7NtaXe-atO7Y5jHkh1ITl33JaTm3jMOSrr5mNkbupZ0n5IG8hkz1633XTiwPROgcG_PDsrhZA=s176-c-k-c0x00ffffff-no-rj,0.0
Ugz6yjsIAb_7OfADu714AaABAg,"To me, ""being rich"" = freedom. Not there yet (far from it)",11 個月前,No Carbs Nation,UCssKL4K6Ot8ZRr5REhm56xA,1,https://yt3.ggpht.com/ytc/AKedOLSVStejtIDQbkYiuCWZJPog0LslCIrRaqQBtaem=s176-c-k-c0x00ffffff-no-rj,0.0
Ugzvcd7uguDTIhD4Cx54AaABAg,"This is exactly the video I just needed! Thanks, Noah, you always overdeliver! We love you too!",1 年前 (已編輯),Balazs Domjan,UC25I0D99s14QpF98rfuggww,1,https://yt3.ggpht.com/ytc/AKedOLRLN_sVcMhQpldQotz9Elrdly2vI6jnAoJlkbe_ZQ=s176-c-k-c0x00ffffff-no-rj,0.0
UgynhD1g3e81raD4fjF4AaABAg,Knowing someone like you failed and failed again but didn't quit gives me hope that I can do that too! Your channel is super underrated!!,1 年前,Karim Adib,UCEh5jmN_OwUuDuQqjiL5FMg,11,https://yt3.ggpht.com/EgR-MFT6479sJsfb4l_ygGGgGC2t36nRwvN7BIQcfrZdLXmS04E7vkiMRhqHm-6suXt-ckZX=s176-c-k-c0x00ffffff-no-rj,0.0
UgyMKpjpTbYVtYurZEp4AaABAg,This content is GOLD.  Love the genuine tips.,1 年前,Rick Stambaugh,UCNhkXDdx3gKUgOS0lmI425w,3,https://yt3.ggpht.com/ytc/AKedOLQ0yk9nyFIpANw0Z0anhCZH0sMDabjYk2PJW11sqA=s176-c-k-c0x00ffffff-no-rj,0.0
UgysdAabX8XZxol2_4l4AaABAg,"I love how you're the only person who talks about not listening to YouTubers about making money.

I had a marketing agency before my current business and I hated it, watched 100s of videos a month and made it no where.

With this software company, I love the process and I watch maybe 3 videos a week and it's only for general stuff regarding business.

Do not listen to what youtube tells you, it's all BS",1 年前,Mohamad Alasadi,UCF7lU2WEL-3ziyWjbyxucSA,1,https://yt3.ggpht.com/ytc/AKedOLQYLh-KstyQTwPZsmlHO6tqUfT97s79ZXpwCtA1Rg=s176-c-k-c0x00ffffff-no-rj,0.0
UgwLSCUE6NVJD6iR0WF4AaABAg,"Thank you Noah, 
You have helped me so much.",2 個月前,john wolfenden,UCliC0rXPIsgvKs2aSH1eeXg,0,https://yt3.ggpht.com/ytc/AKedOLTa7ye5HyWY9ll0FihJsTxuPfY3gIQSWV_9lhZcPDkCxMgeZtqZlosoXBtKRdJU=s176-c-k-c0x00ffffff-no-rj,0.0
UgwhRBZqqpVdXEwr9W94AaABAg,"Love this, being rich to me is being able to inspire people, while financially I get to enjoy all of my beloved tech gadgets - that is more than enough to me!",1 年前,Ziet Invests,UC-h5sZ-O_4KbdzPy6hxYd9g,0,https://yt3.ggpht.com/ytc/AKedOLR9G7dodkWySO1lam3_VHbi3onJtMHttejdMvU6=s176-c-k-c0x00ffffff-no-rj,0.0
Ugwo9BACKXUqjNcGatR4AaABAg,"If you liked this story you're going to love this video I put out recently about 3 entrepreneurs who are making over $1,000,000 with 0 Employees: https://youtu.be/NOCv5PgxNV8",8 個月前 (已編輯),Noah Kagan,UCF2v8v8te3_u4xhIQ8tGy1g,52,https://yt3.ggpht.com/ytc/AKedOLTy1orGjcEab1_j07Ct8s9dzdmPvw4OicA4LW4B=s176-c-k-c0x00ffffff-no-rj,1.0
Ugxb5H46UOn5F0n9jCR4AaABAg,"""It take 20 years to become an overnight success.""  - A wise man",1 年前,JW B,UCpQkuZd1s12MdfOxPNiUtgg,439,https://yt3.ggpht.com/ytc/AKedOLQvJiCx14CTxe2zWkDdTn25i4nH1-OPrSC1gg=s176-c-k-c0x00ffffff-no-rj,0.0
UgyO3NpBThxuM_3yQXt4AaABAg,"When it comes to investing, diversification is key, that’s why I engage in sectors based on projected growth. There’s no shortcut to getting rich, but there are smart ways to go about it",13 天前,Margaret Jaden,UCHdqmMJgy5y3I-FwesFUhiw,4,https://yt3.ggpht.com/CNyJyqvKSW-uyQ9p3PUmieg-eEWUKvT88glopPvNgAfmE5bLBOi0uHRKwILccZwx0lBoi-kifA=s176-c-k-c0x00ffffff-no-rj,0.0
UgxkG55l4PcZvEdMaTV4AaABAg,"Honestly did not expect this to be so very insightful and actionable! There's far too many 'gurus' out here just selling crap or starting from a huge advantage. Though you did start from a college degree and get Intel and Facebook as your first two jobs, your overall hustle is still incredibly inspirational and applicable. Thanks for sharing!!",1 年前,Elijah Claude,UCoiWxaPAfn6zbdcTN4Y8pKQ,131,https://yt3.ggpht.com/ytc/AKedOLQFHlumFwxmSCVcYW7_ooIP7WdFBinl54BJzLQjzw=s176-c-k-c0x00ffffff-no-rj,1.0
UgxsSkqkPOqDNetwr9F4AaABAg,"""if you don't know what you want to do in your life go work for companies you love""   - awesome advice that I wish I had gotten 15 years ago.   Thank you Noah!",1 年前,Matt Baran,UC9tfZaAMsCsUf68IpqfP9SQ,99,https://yt3.ggpht.com/ytc/AKedOLSFbYhLCR3cKFGSTxYDzJz2uxaLa90FpLkQjQpWVg=s176-c-k-c0x00ffffff-no-rj,0.0
UgxtNCMPY4Yc0UQimhN4AaABAg,This is what you call an entrepreneur. Not those insta gurus on yatchs,1 年前,No Name,UCs_M9sjjI97njwXSAdfUr5g,428,https://yt3.ggpht.com/ytc/AKedOLQD1EHCptbdLu87JMOxmONBQzwyM4V3vDHySPzl=s176-c-k-c0x00ffffff-no-rj,0.0
UgwXkTSEeOI7HD3yFFp4AaABAg,"Loved this video! So relieving to see that it actually takes years of grinding to become a millionaire and not some flashy quick get-rich scheme. Cause sometimes on this road to wealth you feel things are moving too slow and you should do more. So I loved how genuine your story is. Also congrats on the way you do the videos, really engaging as well!",5 個月前,Vanessa Cadar,UCjiJNmo0m5PYtxCFrdq-Kqg,12,https://yt3.ggpht.com/ytc/AKedOLT3YrpiewrPRtV0sqi9MtJSZrngr9SRVQnHk2PIuw=s176-c-k-c0x00ffffff-no-rj,0.0
Ugy0gA2qjPSOwnqxijJ4AaABAg,"Thank you again Noah,   A lot of us first generation sons and daughters of immigrants are forced into careers that we don't want to do,  but our parents never saw any other option.  (Hence the medical field is filled with the children of immigrants)   There's so many other fields out there where you can probably make more money than a doctor, but a lot of our parents didn't understand how the business world works.  They thought business meant setting up a fruit and veggie stand, or opening up a convenient store.  Thanks Noah!  Your so inspirational.",6 個月前,Navade Khader786,UCPatVQNUvuOunNki9aNpb9w,21,https://yt3.ggpht.com/ytc/AKedOLSN6YUgCPoGiRZYNcu1ATKw_Vqq-gk1I3QSTIWT8NS-cVTP7mxa44gmL_9VZ2EL=s176-c-k-c0x00ffffff-no-rj,0.0
Ugyyz_aE-B43nO_XAhJ4AaABAg,"How I made my first $1M

Most people: Selling courses

Noah: Hard work and years of hustle",1 年前,Tin Rovic,UCBVUxIvHelNTjUIQNi41ZFQ,548,https://yt3.ggpht.com/se-Scc7XV4DCOvq0Y0BuKIeerK5wHL_y_9SRHDFQ3CBObj0mqCLc8T9XkgkhikTXKg-BorET=s176-c-k-c0x00ffffff-no-rj,1.0
UgyAmPYSu5z_deXOCGV4AaABAg,"I have a 9-5 that pays pretty well and is somewhat interesting to me but can also be very slow and boring. And while it pays well it doesn’t get me to where I’d like to be financially.

But your videos made me realize that with a main job, there are a ton of fun and interesting side jobs I could pursue during my down time. Because my main job gives me a stable career, I could literally do anything I want on the side. It could be a fun side job and all the extra money (even if it’s not a ton of money) can be saved/invested on top of what I already earn.

I really love researching products and writing. A part-time job writing reviews for products I enjoy would be a blast. I could easily do that for hours especially since I have a lot of extra boring downtime after work and on weekends.

I think I will look for ways to do that starting today!

Thanks for the video, I have been feeling stuck and this got my imagination going for ways to change things up. 👍",2 週前,Frogturtle xd,UC4_r9dSlsjid28qNm9eNLXA,1,https://yt3.ggpht.com/ytc/AKedOLQqtWpBahuw376PZfxFa8Hom2bTHroBqUf3Jm7g=s176-c-k-c0x00ffffff-no-rj,0.0
UgwnXoEa7oFaEnWMt7l4AaABAg,I like how Noah views his path at boring.  Just pure hustle and pretty much the opposite of the boring path.,1 年前,Andre Nader,UCG-tqUmi94nl7ClXvcAv_vQ,83,https://yt3.ggpht.com/ytc/AKedOLTpyhf79TzxV3vJs46qzqOQI0LDKXDrHIVqznrsKpk=s176-c-k-c0x00ffffff-no-rj,0.0
UgyTCbOFlgZtJb6PgxF4AaABAg,"Thank you so much Noah, watching your videos is like sitting with a mentor over a cup of coffee. Just glad I can pause to keep up with my note taking. Huge gratitude for what you’re doing. I hope to pay my experience forward in day too.",6 個月前,Sebastian Teh,UCrTHUbMS7YJOOmXYjt3niRQ,2,https://yt3.ggpht.com/ytc/AKedOLQZIfECs-j-CEvbq4WcPOlOm2-hYaTuoK_eHDPf=s176-c-k-c0x00ffffff-no-rj,0.0
Ugzwqgx23_vtE0ntCmp4AaABAg,"I’m so excited that my 13 year old son just told me about this really cool video he found. He wants to go to college at Baylor and knows it’s expensive so he is already looking for ways to make money and came across this video.  

This is such great advice all around. As a dad who has tried to discuss business with him, he always wants to tell me about some YouTuber who makes millions and I just bite my tongue.  

I am so thankful that he discovered a YouTuber who is actually telling him something truthful and worthy of the time spent (which most videos on YouTube are not).  I had to take time to comment.

Grateful,
Troy",2 週前,Troy Austin,UCMct9TNs1e8JgNpxSdM7y4A,0,https://yt3.ggpht.com/ytc/AKedOLTb4A6RcSfv8WMTtjLHf0kk8l13_BvNdjMJI9HPAjI=s176-c-k-c0x00ffffff-no-rj,0.0
UgxtickFkjzwjpPDHoF4AaABAg,Love how engaged you are in empowering us the viewers to start taking action. Your channel is extremely helpful and I love it! Thank you for doing all that you do!,1 年前,David Blair,UCalE8LlanJTnuyrsx2AgS4Q,5,https://yt3.ggpht.com/ytc/AKedOLQu2BZmzTtZ7Om6PfSgWwZqpRqOYW7ruSmhaTilEA=s176-c-k-c0x00ffffff-no-rj,0.0
UgyVMULUjXOJ1d9cqkB4AaABAg,Thanks for sharing! I think it’s a bit harder when you have a kid and a stay at home wife. But nevertheless this moral of the story is keep going and mistakes are just lessons to learn from and move on. Thanks for being an open and humble human being!!!,6 個月前,Guliani The Prosecutor,UCB9vsExuadlrT53sbhWBFgg,3,https://yt3.ggpht.com/sgWcR_lMq-ZydTIuFTXDZPORZr3iO8AhJosaUrPUTPAfq-VREQhVqr-O_8NnrhnlcDL3FvgEj6s=s176-c-k-c0x00ffffff-no-rj,0.0
UgwY-AtZLxi6Yey5lQJ4AaABAg,"So happy i came across your channel dude, great story and fair play to you for hussling it out for so many years. You have opened my eyes that it wont be a one hit wonder to 1m +",1 年前,valentine petric,UCgij5eJyidx6-yep-dXhBFQ,7,https://yt3.ggpht.com/ytc/AKedOLRSShyytNXh_cjS_k0ed2s7qR6nO66K03KaXg=s176-c-k-c0x00ffffff-no-rj,0.0
UgyQcfyd4B8qGVRX6ZF4AaABAg,"Thank you, Noah!

I am a young entrepreneur, watching this from Myanmar. Your video is indeed very inspiring, especially during current difficult time of pandemic and military coup. Really appreciate it!",1 年前,Aung Naing Oo,UCp__AlhhwLkQ6YN74Pp7Fuw,13,https://yt3.ggpht.com/ytc/AKedOLRM68ZDnNkttq57JSjY0ZKNVE0BwsDSqcr4ATR3flg=s176-c-k-c0x00ffffff-no-rj,0.0
UgzJ00vGt9HuuFrnp394AaABAg,"My deepest thanks to yourself & your team Noah for making these videos.
So much value ✨",1 年前,Matt Ross,UCBiw2jHHH37mNY87Jdj-ytQ,9,https://yt3.ggpht.com/ytc/AKedOLStK1SfSuanoLLsXGreo-UC7gvGnlknMK8uvuahwA=s176-c-k-c0x00ffffff-no-rj,0.0
Ugxe17jZOjqsYO-_gkJ4AaABAg,"I love this story. You hustled and made it big. Hard work, patience pays off. Nice work man!",5 個月前,P83 1983,UCfcmDe0tOyQFjVl1OUyLjMA,0,https://yt3.ggpht.com/5Guo2XGSz9pJMMPdbMOXgH8DpfavWeYeL0sEO0YpgPdoXCIqVSYWF8gegz2vlcysSU619Wd9=s176-c-k-c0x00ffffff-no-rj,0.0
UgzIttKop2AhobJ3qG54AaABAg,Great video Noah! As I am trying to scale my 5th! Business I couldn't agree more with everything you said. Also you made me feel a bit less depressed about how much I am actually making after you shared the multiple years you took home $40K a year. Thank you for sharing,1 年前,Job Ready English,UCdEBe473MgIXDW2TRPzFY4g,0,https://yt3.ggpht.com/ytc/AKedOLTDN37_oAH2UR74Zo5YH5VPPm0DOk-DQOn5maX7=s176-c-k-c0x00ffffff-no-rj,0.0
UgwCsIKyLXBYFqeJeIJ4AaABAg,"I love that: ""finding work you never want to retire from""",1 年前,Quang Bang,UCzIWSlteTxFQHnO2Li_oGXQ,109,https://yt3.ggpht.com/ytc/AKedOLQgRkEeNBNAsLU_KIDu40d1Tuqb5d73hfvGircyHw=s176-c-k-c0x00ffffff-no-rj,0.0
